id;NomFournisseur;AddressFournisseur;idPays;idPaysLivraison;DateLivraison;TempsLivraison;Qte;PrixCommande
909;Elm Place Business Supplies;969 Saxony Drive;2;49;10/11/2004 15:20;28:16.0;47800;88792.4932
910;Parkway Auto Body;1860 Parkside Ln.;16;8;16/09/2002 02:20;13:20.0;82567;4740.6771
911;Esmarda Chemical Manufacturers;77 Blackhawk Rd;22;38;26/07/2003 10:20;33:20.0;34364;81275.1977
912;Lake Shore Publishing;1233 Arbor Rd.;10;14;27/12/2001 21:33;01:36.0;55208;82534.1692
913;Pivot Point College;1233 Arbor Rd.;7;37;31/05/1972 23:40;20:00.0;25204;24775.1668
914;Myers Chocolates and Confectio;12 Fort Sheriden Ave.;32;7;20/05/1980 00:35;53:20.0;67710;2664.1385
915;BBQ Smith's Tex Mex;3181 Barkwood Ct.;48;8;25/02/2000 04:00;00:00.0;558.2;60000.9008
916;Elm Place Business Supplies;2632 Prarie Ln.;46;23;30/09/1987 20:08;26:40.0;11488;51108.7232
917;Air Indonesia;857 Woodbine Rd;25;41;18/07/2000 12:08;41:36.0;67861;87076.9424
918;Woodworks Co.;12 Craven Way;23;2;12/07/2003 03:55;00:00.0;24268;14006.6952
919;Myers Chocolates and Confectio;899 Harvard Ct;24;16;30/06/1986 15:55;20:00.0;58564;18108.3876
920;Michael Montgomery Hair Saloon;726 White Oaks Ave.;38;22;17/02/2001 01:20;46:40.0;38714;48724.4359
921;Funnyface Amusement Games;746 Judson Place;14;10;15/06/1993 17:00;13:20.0;80439;81468.2128
922;Hart Corporation;854 Woodbine;12;7;28/07/2000 03:27;53:20.0;17456;96249.0559
923;Esmarda Chemical Manufacturers;1101 Deerfield Place;27;32;20/06/1996 09:40;33:20.0;60675;44318.4675
924;Dapper's Antiques;367Bluebird Terr.;7;48;14/01/1970 01:08;41:36.0;45364;95364.532
925;Griffith Paving and Sealcoatin;1126 Hillcrest Ave;10;46;06/05/1985 21:40;48:16.0;2818;16325.752
926;Got It All Electronics Supply;1949 Cloverdale Rd.;50;25;13/09/2000 02:48;54:56.0;84625;92000.4733
927;Palmer Golf Supplies;224  Highwood Ave.;47;23;02/06/2004 05:53;54:56.0;98650;18441.8606
928;North Shore Appliance Service;616 Cobblestone Cir.;29;24;09/08/1977 08:33;28:16.0;9690;2439.0884
929;Cradle the Call;886 Yale Lane;47;38;23/10/1975 13:40;33:20.0;4208;70460.0111
930;Hart Corporation;1575 Oakwood Ave.;29;14;26/08/2000 08:20;41:36.0;8854;77159.2067
931;Glenn Oaks Office Supplies;218 Oakridge Ave.;25;12;06/10/1975 12:35;53:20.0;65892;54192.7212
932;Palmer Golf Supplies;1714 Clifton Rd.;47;27;15/05/2007 23:15;14:56.0;90358;61985.4845
933;Marks, Marks, and Kaplan Ltd.;1954 First St.;30;7;29/10/2006 09:08;54:56.0;53880;52320.1
934;North Park Lighting Galleries;917 Fairview Ave.  Apt. 982;47;10;07/09/1998 21:27;41:36.0;65844;4285.5023
935;Brand Y Creative Services;5518 Madison St.;49;50;29/07/1971 02:47;01:36.0;12770;75949.1
936;Percy Photography;1101 Deerfield Place;28;47;12/02/1983 01:07;26:40.0;55909;51354.4352
937;Pete's Auto Repair;1715 Chicago Ave.;13;29;22/10/1992 05:15;46:40.0;13000;91520.5952
938;John G. Hartling Ltd.;368 Woodland Rd.;5;47;28/08/2006 13:15;34:56.0;48242;38800.9704
939;Tub's Furniture Store;21 Lakeview Terrace #2312;20;29;11/02/1985 08:53;21:36.0;77767;74330.552
940;Ampro Office Team Ltd.;872 Virginia Rd.;20;25;06/11/2006 08:00;46:40.0;76237;61780.0896
941;Griffith Paving and Sealcoatin;2148 Eastview Dr.;35;47;23/05/1980 04:20;54:56.0;40122;78600.6428
942;Shaggy's Grooming Services;77 Blackhawk Rd;49;30;01/12/2005 04:02;06:40.0;79787;9017.5588
943;Nitelites Party Rental;511 Hill;13;47;29/03/1970 12:00;20:00.0;2230;40311.659
944;Mac Computer Warehouse;1912 Old Briar Lane #2;24;49;02/12/2005 00:13;21:36.0;5568;67408.4168
945;Crossroads Construction, Inc.;2644 Princeton Ln.;18;28;05/08/1980 22:47;40:00.0;11250;21080.8268
946;Masterlands Cleaning;115 Judson Rd.;15;13;09/11/2000 22:42;40:00.0;63109;10488.583
947;Myers Chocolates and Confectio;812 North Ave.;25;5;16/04/2006 18:35;34:56.0;7346;88910.5974
948;Kermit the Pet Shop;872 Virginia Rd.;43;20;20/11/1996 03:20;00:00.0;73640;93596.8343
949;AAA Daniels Antiques;302-A Crestwood Village Rd.;20;20;30/01/1972 06:13;26:40.0;240.4;54978.9296
950;Futoons Cartoons Emporium;10 Marquette Rd.;17;35;15/03/1971 23:22;06:40.0;37374;49147.9862
951;Hibop Heating and Air Conditio;210 Cresant Rd.;45;49;11/04/2005 07:13;14:56.0;36781;384.4294
952;MedicServe Medical Supply;1234 Devonshire Court;29;13;31/05/2005 20:22;40:00.0;14322;70210.032
953;Camp Oconomowoc;812 North Ave.;17;24;06/04/1992 23:40;46:40.0;85436;14384.8858
954;Kosmo Consulting;225 Jeffrys Place;39;18;29/01/1978 22:13;06:40.0;79068;29793.9136
955;Nirabi Auto Service;581 Hill St. Apt. 234;33;15;14/09/1987 07:40;06:40.0;77316;68396.5597
956;Salt & Pepper Catering Service;334 Lynn Terrace;30;25;12/07/1978 15:00;41:36.0;1517;14438.8235
957;Air France;865 Old Tall Tree Lane;17;43;06/03/2007 07:48;14:56.0;44673;38660.1988
958;Lambert & Locke Legal Services;10 Marquette Rd.;25;20;20/03/2000 06:40;40:00.0;25790;78606.5346
959;Esmarda Chemical Manufacturers;1859 Green Bay Rd.;35;17;28/07/1980 03:40;53:20.0;53134;40244.6127
960;Glenwood Credit Union;406 Trinity Ct.;50;45;07/02/1993 15:47;14:56.0;83474;90724.7
961;janice Mann Accounting Service;872 Virginia Rd.;6;29;01/03/1989 12:53;40:00.0;59250;92728.9687
962;Camp Oconomowoc;115 Pleasent Ave.;3;17;03/02/2005 14:53;06:40.0;32208;87874.6857
963;Doll House Rock;120 high St.;10;39;04/08/2004 21:40;33:20.0;89240;58418.6184
964;Hibop Heating and Air Conditio;929 Brittany Ave.;28;33;22/07/1980 08:47;54:56.0;42491;82788.2353
965;Mail Boxes Et. Al.;115 Pleasent Ave.;42;30;10/08/2002 18:20;26:40.0;83585;88600.5715
966;Smith Communications Inc.;872 Virginia Rd.;29;17;24/07/1975 19:53;08:16.0;20896;93288.1747
967;Rythmics Ltd.;1155 Ridgewood Drive;2;25;20/04/1986 16:53;53:20.0;84432;1457.9057
968;Hi-Land Art & Frame;12 Craven Way;37;35;29/09/1998 21:13;26:40.0;94600;67608.948
969;American Deli Workers Union;807 Old Trail Rd.;36;50;24/05/1993 17:13;33:20.0;9656;58752.8368
970;Shaggy's Grooming Services;201-C Frontage Rd.;40;6;17/02/1996 23:33;13:20.0;66174;19242.685
971;Glenn Oaks Office Supplies;1954 First St.;20;3;11/11/2003 19:22;20:00.0;95743;98164.2463
972;Schnitzer Denist College;218 Oakridge Ave.;5;10;05/11/2000 19:07;08:16.0;95940;98785.037
973;Doll House Rock;1547 Knolwood Rd.;28;28;29/05/1987 16:20;40:00.0;5027;52865.3146
974;Mac Computer Warehouse;4763 Blackhawk Rd.;18;42;27/06/2005 11:15;53:20.0;9565;3150.467
975;Bill's Dive Shop;2148 Eastview Dr.;8;29;18/11/2006 00:15;08:16.0;89260;70170.225
976;Pac Builders;865 Old Tall Tree Lane;44;2;27/11/2000 09:48;48:16.0;23032;35490.8108
977;Marks, Marks, and Kaplan Ltd.;1770 first St.;14;37;10/10/1972 02:08;54:56.0;19321;29044.9376
978;PGS Associates;21 Lakeview Terrace #2312;48;36;10/08/1994 15:02;13:20.0;55840;62945.3336
979;Parties Galore Golf Course;12 Skokie Valley Rd.;22;40;26/11/1978 20:27;48:16.0;33900;65468.8632
980;Nirabi Auto Service;844 Spruce St.;35;20;01/10/1990 17:53;40:00.0;93407;46076.5705
981;Lake Shore Beaches;1633 McGovern place;12;5;10/08/2006 12:22;46:40.0;45923;84464.1746
982;Chicagoland Cleaners;1220 Heather Lane;44;28;12/07/1975 02:20;26:40.0;97784;14124.0086
983;Ampro Office Team Ltd.;1185 County line Rd.;45;18;10/02/2001 10:13;54:56.0;32236;97580.3832
984;Pac Builders;785 Highland place;14;8;15/02/1977 13:07;26:40.0;74912;13168.1992
985;Highland Lanes;1920 Sunnyside Ave.;48;44;27/05/1970 04:35;54:56.0;43284;73888.8143
986;Lidhal design Corp.;465 Stratford Rd.;47;14;16/12/1972 04:15;33:20.0;92320;50040.8883
987;Keyth Contracting and Repair;1831 Beverly Place #9D;30;48;27/01/2006 22:13;54:56.0;93169;40400.9104
988;Perimeter Security Consultants;1077 Court Ave.;20;22;11/05/2001 10:20;08:16.0;43736;25648.0014
989;Block Boats and Lures;1975 elmwood Circle;17;35;08/10/1990 16:33;54:56.0;43420;37293.724
990;Griffith Paving and Sealcoatin;669 Kikaid;2;12;16/10/2004 19:40;26:40.0;81600;35889.1382
991;Lickmen Restoration;1575 Oakwood Ave.;23;44;17/07/2000 00:47;26:40.0;69136;99328.5444
992;Lidhal design Corp.;12 Walker Ave.;6;45;22/02/1994 23:33;20:00.0;24220;86288.8264
993;Elle Hypnosis and Therapy Cent;244 Briar Ln;45;14;26/10/2001 06:07;00:00.0;81324;10625.6704
994;Johnson, Erico & Co CPA's;3181 Barkwood Ct.;8;48;17/01/1993 19:47;08:16.0;38356;89073.4795
995;Energy Source Diet Centers;231 Sheriden Rd.;7;47;22/06/1987 12:33;06:40.0;27488;77022.448
996;Pete's Auto Repair;654 Walnut Rd.;20;30;01/12/1972 03:08;2006-02-29 06:41:36.000;27126;24953.9059
997;Air Barbados;886 Yale Lane;31;20;03/04/1974 05:47;34:56.0;18770;78094.9471
998;Eva Galler Galleries Inc.;618 Sheriden rd.;35;17;01/05/1987 01:28;08:16.0;84426;55336.1295
999;Lickmen Restoration;1875 Roger Williams Ave.;9;2;17/11/2005 22:42;06:40.0;90728;42004.8492
1000;AAA Daniels Antiques;1957 Huntington Ave.;41;23;22/10/1980 11:53;46:40.0;6863;49532.2585
1001;Marcy Elaine Bakery;1233 Arbor Rd.;28;6;24/08/1986 01:28;20:00.0;7125;7771.3712
1002;Hi-Land Art & Frame;310 Walker Ave.;18;45;27/08/2001 12:47;13:20.0;32764;89183.9574
1003;Kermit the Pet Shop;1858 Balsam Way;3;8;23/08/1992 09:53;26:40.0;92284;99142.5448
1004;Air France;1858 Balsam Way;49;7;03/01/2003 16:27;28:16.0;60470;61105.0148
1005;Palmer Golf Supplies;244 Briar Ln;2;20;18/11/1990 20:27;28:16.0;53216;30651.3992
1006;Highland Woods City Hall;59 Cordon Terr.;21;31;25/06/2007 11:28;53:20.0;83600;82904.728
1007;Smith & Wesson Militia;54 Lakeview Terrace;13;35;02/04/2004 04:15;28:16.0;48297;86516.9214
1008;New Dehli Auto Exchange;1770 first St.;36;9;07/06/1980 22:07;14:56.0;40673;96458.6952
1009;Lennox Air Pollution Control;1658 Second St.;13;41;13/12/2002 00:27;00:00.0;83968;57950.8977
1010;Nirabi Auto Service;1287 Glencoe Ave.;22;28;16/09/2005 20:47;28:16.0;76092;17368.8404
1011;Park District Of America;1750 Lily Court;24;18;20/02/2003 03:20;46:40.0;30448;73097.1082
1012;Sigman and Freud Psychiatry;302-A Crestwood Village Rd.;48;3;07/09/1994 09:42;46:40.0;25635;61646.3869
1013;janice Mann Accounting Service;2045 St. johns Ave.;10;49;05/07/2000 06:20;08:16.0;43240;31046.0056
1014;Mergenthaler Inc.;355 Golf Rd.;20;2;03/07/1985 09:28;40:00.0;19186;66238.9504
1015;Morton Roofing and Siding;512 Hill;7;21;09/02/2005 00:42;13:20.0;16825;68302.6395
1016;Auto Interior Carpeting Compan;433 Burton Ave.;31;13;09/07/1986 22:08;20:00.0;36308;89002.5253
1017;Bako Delicatessen;14836 W. River Oaks Dr.;22;36;15/01/1997 20:27;34:56.0;23008;78948.4368
1018;Pac Builders;59 Cordon Terr.;6;13;07/12/2002 13:22;26:40.0;780.1;8445.474
1019;Air India;14836 W. River Oaks Dr.;44;22;01/02/1970 13:35;21:36.0;45115;83391.2333
1020;Facelift Kitchen and Bath;746 Judson Place;44;24;02/03/2002 20:13;08:16.0;88440;10501.265
1021;Pasifico Inc.;965 Marion Place Apt. 65C;20;48;31/07/1980 03:53;28:16.0;83140;70012.74
1022;Air Barbados;812 North Ave.;34;10;24/07/2001 19:40;26:40.0;83037;63762.6144
1023;Keep Cool Air Conditioner Repa;770 Exmoor Rd.;11;20;01/11/2005 22:00;20:00.0;69472;86784.1462
1024;Shaggy's Grooming Services;1155 Ridgewood Drive;10;7;11/05/1986 13:53;40:00.0;48204;61590.3
1025;Morton Roofing and Siding;1701 W. Mellody Rd.;36;31;29/05/1987 16:20;40:00.0;33864;63685.0207
1026;Hibop Heating and Air Conditio;456 Grossman Ln.;14;22;15/07/2005 00:07;28:16.0;54170;73588.3557
1027;Lidhal design Corp.;38976 Forest View Rd.;49;6;18/01/2002 07:33;46:40.0;52020;21154.7512
1028;MedicServe Medical Supply;42 Valley Rd.;17;44;03/09/2006 08:08;20:00.0;55356;61960.2394
1029;Mergenthaler Inc.;2870 Skokie Rd.;50;44;15/02/2002 20:55;40:00.0;35299;47572.575
1030;Gordon & Son Brockerage Ltd.;21 Lakeview Terrace #2312;31;20;13/01/1997 03:48;41:36.0;80860;72436.2404
1031;Portugal, Liddy, & Son Ltd.;2678 Sheridan Rd.;31;34;19/08/2000 21:55;48:16.0;40300;27709.984
1032;Camp Oconomowoc;970 Vilas Circle;18;11;06/01/1986 12:53;54:56.0;90608;92744.3261
1033;Parkway Auto Body;3062 Lindenwood Ln.;50;10;03/10/2003 08:48;40:00.0;89238;4896.9492
1034;Moveit Motercycle Service;242 Ashland Ave.;9;36;24/01/2000 07:47;08:16.0;64515;42080.874
1035;Caranisco Homes;1486 Old Deerfield Rd.;6;14;23/08/1982 06:08;53:20.0;96826;67505.076
1036;Vanity Town;662 Lyons Circle;39;49;17/11/2006 17:47;40:00.0;14728;39258.8027
1037;Darcy Frame and Matting Servic;3181 Barkwood Ct.;20;17;26/11/1993 07:47;06:40.0;14496;81728.1638
1038;Acturial Enterprises Ltd.;22 Clay rd.;2;50;30/12/2004 13:07;53:20.0;91175;63212.868
1039;Arthur M. Feildberg Galleries;1860 Parkside Ln.;16;31;26/04/1994 23:40;08:16.0;67878;17205.6472
1040;Hart Corporation;1770 first St.;6;31;02/01/1977 13:33;48:16.0;63940;62325.3857
1041;Schnitzer Denist College;2644 Princeton Ln.;41;18;30/09/2004 19:02;06:40.0;92790;38147.784
1042;Marcy Elaine Bakery;12 Craven Way;20;50;21/06/1970 08:07;13:20.0;95931;49030.395
1043;MedicServe Medical Supply;1679 McCraren;40;9;29/01/2000 01:35;46:40.0;88007;2600.8484
1044;Sigman and Freud Psychiatry;1915 Lewis Ln.  Apt 13;9;6;08/10/1972 03:40;00:00.0;87558;55540.9057
1045;Lickmen Restoration;1235 Easton Rd.;27;39;04/09/1972 14:07;21:36.0;89108;86956.2976
1046;Highland Heights Gift Shop;218 Oakridge Ave.;32;20;23/03/2002 16:13;20:00.0;52456;4458.6108
1047;Cradle the Call;1486 Oakwood;21;2;13/05/2005 17:00;01:36.0;87812;84138.7192
1048;Childress Child Day Care;1337 Cavell Ave.;13;16;11/02/1986 17:35;48:16.0;24291;28440.5802
1049;Salt & Pepper Catering Service;574 Chicago Ave.;7;6;05/01/2001 10:00;00:00.0;82520;91096.2508
1050;Kosmo Consulting;1436 Waverly Rd.;25;41;31/08/2006 09:28;26:40.0;27640;78240.2994
1051;Smith & Wesson Militia;600 Central Ave;5;20;17/12/2000 17:33;33:20.0;26432;41842.6432
1052;Innman Paint and Glass;2024 St.Johns Ave.;37;40;13/08/2001 04:20;40:00.0;21141;58560.5611
1053;Energy Source Diet Centers;310 Walker Ave.;34;9;11/06/2000 06:07;54:56.0;73770;57572.5072
1054;Brand Y Creative Services;12 Skokie Valley Rd.;37;27;15/04/1994 09:53;14:56.0;36180;26792.5904
1055;Nyman Interior Design;3059 Priscilla Court;21;32;21/01/1993 14:42;08:16.0;34602;27154.372
1056;Nirabi Auto Service;302-A Crestwood Village Rd.;46;21;31/12/1997 20:27;20:00.0;82284;51620.472
1057;Nitelites Party Rental;42 Valley Rd.;49;13;08/04/2006 04:35;26:40.0;1397;13715.2025
1058;Lutz Soft Cloth Car Wash;1619 Judson Ave. Apt #34B;44;7;27/08/1972 02:35;21:36.0;65365;50261.43
1059;Dean Grant Buick and Crysler;1715 Chicago Ave.;9;25;24/08/2002 15:40;54:56.0;80040;2336.0824
1060;Air Mexico;1714 Clifton Rd.;37;5;04/04/2001 21:28;13:20.0;60416;44632.6463
1061;Venturi Discount Drugs;1185 County line Rd.;12;37;15/04/2000 23:47;26:40.0;98544;88559.7467
1062;Quad City Cleaning;581 Hill St. Apt. 234;25;34;21/11/2006 12:42;13:20.0;4478;11684.4249
1063;Cotton Thumb Ltd.;3100 Trailer Way;18;37;18/05/2006 10:47;01:36.0;14590;95168.4546
1064;Innman Paint and Glass;937 Judson Ave.;17;21;26/02/2001 19:35;20:00.0;72214;21912.6147
1065;Rythmics Ltd.;1270 Linden Ave.;50;46;30/11/2005 09:20;40:00.0;44494;5600.6128
1066;American Deli Workers Union;1660 Park Ave.;41;49;02/01/1970 03:47;14:56.0;36441;2859.3745
1067;Green Shoes Corp.;1831 Beverly Place #9D;30;44;15/06/1986 23:53;53:20.0;60080;79792.2756
1068;Mergenthaler Inc.;3160 Summit Ave.;41;9;19/07/1987 03:27;28:16.0;64672;33392.5576
1069;Lake Shore Publishing;12 Skokie Valley Rd.;7;37;05/12/1977 20:00;14:56.0;7650;15700.7392
1070;Deer Lake Inn;1575 Oakwood Ave.;4;12;05/01/1978 05:48;13:20.0;55188;83249.5286
1071;Air Barbados;115 Pleasent Ave.;22;25;04/12/1992 00:02;20:00.0;63020;65272.7663
1072;Woodworks Co.;218 Oakridge Ave.;9;18;01/09/1986 13:00;06:40.0;79765;53888.1974
1073;Air India;1704 Ridgelee Rd;26;17;20/01/1978 16:00;20:00.0;6904;41880.4297
1074;Glenn Oaks Office Supplies;43078 Kennedy Dr.;25;50;05/04/1992 08:47;20:00.0;62900;7104.1566
1075;Michael Montgomery Hair Saloon;224  Highwood Ave.;30;41;01/11/1983 02:00;46:40.0;74540;62720.6894
1076;Camp Oconomowoc;3150 Skokie Valley Rd.;3;30;08/08/1996 19:02;00:00.0;8093;75841.2984
1077;Pete's Auto Repair;1234 Devonshire Court;14;41;11/11/2005 00:02;41:36.0;79900;98760.858
1078;North Park Lighting Galleries;201-C Frontage Rd.;14;7;17/10/1992 23:13;13:20.0;83328;59508.2718
1079;Venturi Discount Drugs;465 Stratford Rd.;35;4;27/11/2003 21:08;21:36.0;56608;11072.8886
1080;Toggle & Myerson Ltd;969 Saxony Drive;4;22;02/07/1993 09:00;33:20.0;78066;1652.5625
1081;janice Mann Accounting Service;3901 Chester Ave. Apt. 3C;37;9;20/03/2002 15:47;13:20.0;55875;94960.1265
1082;Hilco Auto Body;2936 Arlington Ave.;5;26;23/01/2000 08:15;13:20.0;88484;51785.815
1083;Hi-Land Art & Frame;21 Lakeview Terrace #2312;1;25;23/04/1975 15:47;40:00.0;52422;36869.5574
1084;MedicServe Medical Supply;662 Lyons Circle;33;30;27/06/1985 07:00;53:20.0;66305;36368.8612
1085;Camp Oconomowoc;1337 Cavell Ave.;50;3;16/03/1975 11:07;33:20.0;13852;92844.047
1086;Car Suite Cleaners;139 Bay Colony Dr.;14;14;01/04/1972 07:07;06:40.0;63520;97689.0955
1087;Quad City Cleaning;10 Marquette Rd.;9;14;24/11/1978 03:48;26:40.0;61836;72452.47
1088;Childress Child Day Care;2936 Arlington Ave.;37;35;01/01/1980 07:33;46:40.0;36736;51964.094
1089;Maintence Services of Maine;1750 Lily Court;11;4;14/01/2005 01:48;00:00.0;24277;85420.8676
1090;Highland Heights Gift Shop;899 Harvard Ct;13;37;28/03/1978 02:27;00:00.0;51328;24023.1224
1091;Loyal Order of Buffalo;4763 Blackhawk Rd.;39;5;02/09/1994 11:00;06:40.0;72732;6660.35
1092;Masterlands Cleaning;632 Florence Dr.;19;1;05/01/1989 10:40;06:40.0;35972;55124.827
1093;Mail Boxes Et. Al.;1715 Chicago Ave.;43;33;20/07/1985 10:33;13:20.0;20987;91820.3335
1094;Keyth Contracting and Repair;1954 First St.;49;50;13/03/2000 12:40;14:56.0;5440;39296.4426
1095;Terrinni & Son Auto and Truck;1619 Judson Ave. Apt #34B;39;14;24/08/2006 18:47;34:56.0;65904;48046.5376
1096;Bako Delicatessen;3148 cottonwood Ct.;31;9;21/04/2006 03:13;53:20.0;81834;5601.7572
1097;PGS Associates;225 Jeffrys Place;14;37;03/07/2000 05:53;34:56.0;50360;95888.8949
1098;Corbins, Rodriguez, & Savocchi;807 Old Trail Rd.;23;11;11/08/1971 13:00;41:36.0;73420;15918.9615
1099;Mergenthaler Inc.;244 Briar Ln;12;13;08/04/2000 14:20;06:40.0;16060;76080.9358
1100;Green Bay Travel Services;1482 Concorde Circle;37;39;21/01/1978 10:42;06:40.0;34375;74969.5496
1101;Yale Remins Temp Agency;135 Lakewood place;8;19;09/04/1982 00:27;26:40.0;21286;87369.2296
1102;Dean Grant Buick and Crysler;1658 Second St.;46;43;25/10/1970 10:53;00:00.0;18822;723.008
1103;Pivot Point College;1920 Sunnyside Ave.;18;49;28/07/2003 17:53;06:40.0;97524;51232.8204
1104;Hoffman Printing Center;43078 Kennedy Dr.;1;39;14/05/1992 00:33;13:20.0;68660;17817.6314
1105;Glenn Oaks Office Supplies;1245 Eastwood;14;31;25/01/2001 05:20;13:20.0;17220;55455.36
1106;Lickmen Restoration;839 Burton Ave;21;14;19/03/2004 16:00;40:00.0;27310;88454
1107;Green Shoes Corp.;12 Fort Sheriden Ave.;22;23;03/04/2005 06:28;48:16.0;48804;29520.8043
1108;Esmarda Chemical Manufacturers;12 Craven Way;25;12;16/08/2004 11:27;20:00.0;9938;72375.5793
1109;Mail Boxes Et. Al.;1770 first St.;25;37;28/08/2006 18:20;21:36.0;54256;9880.488
1110;Myles Building Consultants;669 Kikaid;37;8;14/10/2000 15:40;13:20.0;26921;19016.7555
1111;Camp Oconomowoc;1875 Roger Williams Ave.;8;46;20/02/1971 01:07;08:16.0;58016;90400.9994
1112;Bee Line Publishing;1619 Judson Ave. Apt #34B;10;18;21/09/2007 19:40;54:56.0;82516;50161.68
1113;Innman Paint and Glass;770 Exmoor Rd.;36;1;10/10/2001 19:55;20:00.0;43780;91152.5925
1114;Ampro Office Team Ltd.;581 Hill St. Apt. 234;17;14;11/04/1982 08:00;28:16.0;49844;99499.635
1115;Transformation Enterprises;3478 Bryn Mawr St.;21;21;06/09/1977 21:55;26:40.0;7667;31058.3628
1116;Salt & Pepper Catering Service;430 Oakland Drive;39;22;01/06/1970 04:47;53:20.0;75040;21508.927
1117;Bee Line Publishing;1750 Lily Court;46;25;25/02/2000 01:33;00:00.0;84070;84017.9632
1118;Myles Building Consultants;550 Sheridan;44;25;06/04/2001 10:20;28:16.0;89805;70672.5994
1119;Hilco Auto Body;616 Cobblestone Cir.;31;37;11/08/1994 18:48;20:00.0;52208;62170.53
1120;Bernhardt Ltd.;456 Grossman Ln.;48;8;11/09/2005 13:40;06:40.0;69906;84053.6065
1121;Cotton Thumb Ltd.;3150 Skokie Valley Rd.;32;10;19/08/1985 20:22;13:20.0;67905;26120.5224
1122;American Deli Workers Union;1486 Oakwood;30;36;28/04/2001 10:07;53:20.0;20548;34310.768
1123;Mergenthaler Inc.;673 Calais Drive;34;17;08/04/2006 17:15;28:16.0;44546;34850.7792
1124;Air Indonesia;1233 Arbor Rd.;28;21;06/12/1985 23:33;53:20.0;64912;28956.4016
1125;Auto Interior Carpeting Compan;654 Walnut Rd.;26;39;13/10/2002 11:55;46:40.0;33884;6887.4816
1126;Green Bay Travel Services;865 Old Tall Tree Lane;40;46;25/02/1989 08:53;40:00.0;5133;89158.3487
1127;janice Mann Accounting Service;2600 Winsor Mall;4;44;07/11/1980 06:42;46:40.0;20975;3170.4582
1128;Peterson Roberts Carpentry;244 Briar Ln;15;31;15/06/2000 03:00;06:40.0;58602;93062.5024
1129;New Dehli Auto Exchange;45 South Deer Creek Drive;8;48;03/05/2000 09:27;01:36.0;45755;57100.302
1130;Kosmo Consulting;45 South Deer Creek Drive;15;32;13/05/1985 03:40;00:00.0;12623;6472.3586
1131;Doerner's Awnings and Canopies;310 Walker Ave.;3;30;28/05/2001 23:27;33:20.0;60765;51172.9478
1132;Michael Montgomery Hair Saloon;334 Lynn Terrace;33;34;09/11/2004 02:28;06:40.0;6646;89040.5688
1133;Parties Galore Golf Course;2032 Northbrook Ct.;41;28;06/07/2004 12:07;41:36.0;12744;93265.6063
1134;Air Mexico;600 Central Ave.;28;26;25/06/1987 14:48;01:36.0;58474;4917.9547
1135;Parties Galore Golf Course;1752 Clinton Ave.;5;40;26/10/1974 14:48;13:20.0;69530;71255.796
1136;Marcy Elaine Bakery;886 Yale Lane;27;4;18/01/1980 16:13;53:20.0;79305;85270.2572
1137;Acturial Enterprises Ltd.;929 Brittany Ave.;31;15;22/10/1992 14:20;06:40.0;88392;64198.8622
